Lucknow,Unnao rape survivor accident case: The loneliness of a ‘victim family’,"UNNAO: The jailed uncle of the Unnao rape survivor cremated his wife on the banks of the Ganga in their village on Wednesday, his forlorn figure and despairing voice mirroring the plight of a family left to fight its battles alone after losing three members in the span of just over a year. “Kuldeep Singh Sengar (the rape-accused BJP MLA) mera poora parivar kha gaya, sirf hum hee reh gaye (Kuldeep destroyed my entire family, only I have remained),” he said, ringed by cops and watched from a distance by fear-struck villagers unwilling to have anything to do with the family. An eerie silence had descended on the village, occasionally broken by the sirens of a 10-strong fleet of police vehicles, when the body of the rape survivor’s aunt arrived from Lucknow, three days after she and another relative were killed in a truck-car crash on NH-31 that also left the girl and her lawyer critically injured. In the past two years since the rape survivor named Sengar as the accused, nobody in the village had stood by the family. 'Will try to do something constructive': SC to take up Unnao rape survivor's letterEven their immediate neighbours turned into bystanders as the girl’s uncle carried out the cremation rituals. Kids passing by stared from far, perhaps unable to comprehend what was going on. “We don’t belong to this neighbourhood. We came here only to find out what this commotion is all about,” said Ram Khilawal, a resident of the village. “We don’t even pass through this side of the village. We take the other way for entry and exit, lest we be seen as supporting that family,” another said. Perched on the edge of a mud porch, one among a row of men smoking bidis said he did not want to comment on what the rape survivor’s family had gone through. “We were not there on the highway to say if it was an accident or not. What should one say anyway? Everyone knows about everything going on here. It’s just that we don’t meddle.” CBI names Kuldeep Singh Sengar, UP minister’s kin in Unnao rape survivor accident caseThe survivor’s uncle said he had written several times to the authorities of Rae Bareli jail, saying he feared for his life there. Currently serving time in an attempt-to-murder case dating back to 2000, he wasn’t convicted until July 2 this year. He has sought a transfer to Unnao jail, citing threats by the henchmen of MLA Sengar in Rae Bareli. Rae Bareli jail superintendent R N Pandey told TOI that he was unaware of any letter written by the rape survivor’s uncle. "
Lucknow,"CBI names Kuldeep Singh Sengar, UP minister’s kin in Unnao rape survivor accident case","LUCKNOW: The CBI has registered a case of murder, attempt to murder, criminal intimidation and criminal conspiracy against jailed BJP MLA Kuldeep Singh Sengar and 29 others, including the son-in-law of Uttar Pradesh junior agriculture minister Ranvendra Pratap Singh, for the truck-car crash that left the Unnao rape survivor and her lawyer critically injured and her aunts dead.  Late Tuesday night, the case was lodged against Sengar, nine named accused and 20 unidentified aides of the MLA, acting on the complaint of the rape survivor's uncle and the subsequent FIR lodged at Gurubakshganj police station in Rae Bareli.  A day after the truck owner was linked to Samajwadi Party, one of the named accused, Arun Singh, block pramukh of Nawabganj, was found to be the minister's son-in-law. The rape survivor's uncle named Singh in his complaint, accusing him of putting pressure to withdraw cases against Sengar.  The state government has already recommended a CBI inquiry against Arun Singh, UP BJP spokesperson Rakesh Tripathi told TOI. ""Whether it is the son-in-law of a minister or the minister himself, law will take its own course,"" he said. BJP sources said that Arun Singh is not directly affiliated to the party, but he had canvassed during elections. Other named accused in the FIR are Manoj Singh, Vinod Mishra, Haripal Singh, Naveen Singh, Komal Singh, Gyanendra Singh, Rinku Singh, MLA's lawyer Awadesh Singh, besides Sengar's 20 unidentified aides. On Wednesday, a 12-member team, led by an SP, visited the crash site in Rae Bareli district and carried out investigations for an hour. The CBI team questioned the witnesses whether the truck's number plate was blackened before or after the accident. Another CBI team went to Unnao to record the statement of the survivor's uncle, Mahesh, who was granted parole to attend his wife's funeral, and truck driver Ashish Pal and cleaner Mohan Srinivas in Rae Bareli. Mahesh is lodged in a jail in Rae Bareli after being convicted in a case of attempted murder. A team has been constituted to probe the case, a senior CBI officer said. Senior officers said the probe team will recreate the crime scene, besides collecting call details of all accused and recording statements of the truck owner, the driver and the cleaner. In all, the CBI has registered five cases since taking over the rape case on April 12 last year. While the primary case pertained to sexual assault, the second was for custodial death of the survivor's father. The third FIR was against then SHO of Makhi for implicating the survivor's father in a fake arms case. While chargesheets have been filed in these cases, the fourth one on allegations of gang-rape by three men, including Sengar's aide, is under probe. On Sunday, the Unnao rape survivor and her lawyer Mahendra Singh were critically injured when a truck crashed into their car, while she was on going to meet her uncle lodged in Rae Bareli jail. "
Lucknow,Unnao car crash case: CBI names Kuldeep Singh Sengar &amp; minister's son-in-law,"LUCKNOW: The CBI, late on Tuesday night, registered a case of murder, attempt to murder, criminal intimidation and criminal conspiracy against jailed BJP MLA Kuldeep Singh Sengar and 29 others, including the son-in-law of junior agriculture minister Ranvendra Pratap Singh, for the truck-car crash that left the Unnao rape survivor and her lawyer critically injured and her two aunts dead. CBI officials said the case was registered against Sengar, nine named accused and 20 unidentified aides of the Bangarmau MLA, on the basis of the complaint of the rape survivor's uncle and the subsequent FIR lodged at Gurubakshganj PS in Rae Bareli. A day after the truck owner was linked to Samajwadi Party, one of the named accused, Arun Singh, block pramukh of Nawabganj in Unnao, was found to be the son-in-law of the state minister. The rape survivor's uncle had named Singh in his complaint, accusing him of threatening and pressurising to withdraw cases against Sengar. UP BJP spokesperson Rakesh Tripathi told TOI that the state government has already recommended a CBI inquiry against Arun Singh. A CBI team is likely to visit Sengar in Sitapur jail on Thursday. "
Lucknow,"Lucknow: 60 booked for sedition in Aashiana clash, one held","LUCKNOW: More than 60 residents of a village under Aashiana thana have been charged with rioting and sedition following a clash between two groups late on Tuesday evening that left one person injured and several cars damaged. Police said they had lodged an FIR against 10 named persons and the rest unidentified based on the complaint of a resident of Saleh Nagar village in Ruchikhand area. The complainant said the accused had raised pro-Pakistan slogans. The key accused, Shariq (28), was arrested from Rajni Khand in the small hours of Wednesday. The others are on the run. A section of Saleh Nagar residents have, however, denied having heard any pro-Pakistan slogans and said an ego clash between two youths was being given communal colour. According to the complaint, trouble started around 4pm when a youth named Chand vroomed past complainant Shashank Shekhar Gehlot's home on a bike with a modified silencer. ""The bellowing sound disturbed my sister and her month-old baby. So, I reprimanded him. He hurled abuses at me, sped away and returned with aides after an hour. They screamed pro-Pakistan slogans,"" Gehlot said in the FIR. By 9.45pm, the situation snowballed into a stone-pelting clash between two groups, prompting police intervention. "
Lucknow,Hazratganj shooting: A father hopes for justice after six years,"LUCKNOW: Tuesday’s Hazratganj shooting may have sent shockwaves through the city, but it has revived hopes of a father seeking justice for his dead son for six years now. Ved Prakash, then 28, died of gunshot injuries received in a clash during a religious procession in Wazirganj on January 16, 2013. Shahid Jafri, one of the victims in the Hazratganj shooting, is one of the five accused who has been dodging arrest since. Ved’s father Ashok Singh Yadav believes police can now arrest Shahid and based on his statement, nab the others. “My son was the breadwinner. He was killed. The government formed an SIT. After three years of probe, it identified five accused including Shahid Jafri. However, they were never arrested,” Yadav said. In 2018, a court had declared them absconders and ordered attachment of properties, but the same too was not implemented, the father said. In June last year, the state government transferred the probe to CB-CID, as the wife of one of the accused expressed doubts over the SIT probe. Yadav challenged the decision in high court, which in March this year, directed the state to hand over the probe back to the SIT. The latter endorsed its previous report. In June this year, the court once again declared the accused absconders. “Earlier, police had the excuse that they could not trace the accused. I hope they will arrest him (Shahid) now,” the father said. "
Lucknow,"Gazipur: Suitor cons woman out of Rs 51,000","LUCKNOW: A 25-year-old woman was swindled out of Rs 51,000 by a man who she met on a matrimonial site and who identified himself as a doctor based in the UK. A case of cheating and dishonesty was registered at Gazipur police station on Tuesday. According to the FIR, the accused goes by the name of Amit Rajkumar on the matrimonial site. The victim came to know him online and they started chatting on a regular basis since May. Second week into their friendship, the accused said he was sending her jewellery, but she would need to pay for customs clearance. The victim agreed and even paid Rs 34,500 through bank transfer. But, the promised gift didn't arrive. A few days later, Rajkumar called her and said he was being detained at Delhi airport because he was carrying forex more than the permissible limit and needed Rs 17,000 to pay as fine. She wired him the money. The prospective match disappeared thereafter. He didn't receive her calls either, prompting the FIR. "
Lucknow,"Unnao rape case: Bystanders many, but none by their side in Maakhi village","MAAKHI (UNNAO): Elderly men peered over shoulders to catch a glimpse of the dead body that had just been placed on the floor outside the rape survivor's house here on Wednesday. ""Yahan bas vyapaar hai, vyavhaar nahi (People here are too scared to interact with us),"" said mother of the rape survivor. The body of the rape survivor's aunt, who died in an accident while the car she was travelling in along the victim and their family lawyer met with an accident on Sunday, had been brought from Lucknow. It was an unusual Wednesday morning for Thoka Sarai in Maakhi village. The eerie silence that loomed over the village in Unnao district, broke into a daunting one as soon as sirens followed by a fleet of around 10 police cars maneuvered into the village carrying the body. Ostracized by villagers in the past two years, on Wednesday, the rape survivor's kin had many a by-stander but not enough neighbours standing with them in their hour of grief, when the family returned home briefly for last rites of the survivor's aunt. As men stood in semi-circles outside the survivor's house, barely 50 steps away from that of accused legislator, Kuldeep Singh Sengar, no woman from the village, except those who were part of the family and extended family, was part of the audience. Several others hung precariously from the doors and windows of their homes. Children stopped midway their passage to school, not fully understanding what was going on. Scared to lend a hand to the family, the villagers stood as mute spectators who when asked if they belonged to the village, replied in an affirmation, but on any further questions, changed their stance. ""We don't belong from here. We only came here because of all this commotion,"" said one villager, Ram Khilawal. Another added, ""We don't even pass through this side of the village and take the other way for entry and exit, mostly because of force."" Perching on the edge of a mud porch, sat a row of men smoking bidis. When asked what they thought of the Sunday incident, they said, ""We were not there to say if it was an accident or not. What should one say anyway, everyone knows about everything going on here. But we don't meddle."" They however, expressed sympathy with the family, claiming everything had been well between the two families, who are related, but things changed for the worse for the survivor and her kin. ""Ever since the CBI took vidhayakji (MLA Sengar) into custody, their family has moved out of the house too. Sometimes, a family member comes briefly but they don't stay here any longer,"" said Jai Kishan, a farmer. "
Lucknow,I have proof of conspiracy by Kuldeep Singh Sengar: Rape survivor’s uncle,"LUCKNOW: While being whisked away back to Rae Bareli jail after performing the last rites of his wife at Ganga Ghat on Wednesday afternoon, the Unnao rape survivor’s uncle, accused BJP MLA Kuldeep Singh Sengar of hatching a conspiracy to kill all his family members. He also claimed to be having all the evidence to prove Sengar’s role in the conspiracy and that he had been booked under false criminal charges. After performing the rituals and lighting the pyre of his wife — a key CBI witness — who died in the accident on Sunday, the rape survivor’s uncle could barely speak to media as he was rushed away from as per the court orders. "
Lucknow,Lucknow: IMA strike hits OPD services partially,"LUCKNOW: The strike call given by the Indian Medical Association (IMA) evoked mixed response in the city on Wednesday but affected more than 5,000 patients. Services at OPDs of many private hospitals and nursing homes remained suspended. The strike was a part of nationwide call given by IMA to protest against the National Medical Commission Bill that allows AYUSH practitioners to prescribe modern medicine. President of IMA's Lucknow chapter GP Singh said of the1,500 members in the city, at least 1,300 observed the strike. Dr Shyama Prasad Mukherjee (Civil) Hospital, Ram Manohar Lohia Hospital, Balrampur Hospital and KGMU witnessed 10% increase in OPD patients, which was attributed to the strike. Services of government hospitals and SGPGIMS remained unaffected. However, services were affected at KGMU for about half-an-hour from 9.30am when junior doctors came out to stage a protest. They resumed work after being persuaded by chief medical superintendent Prof SN Shankhwar. Nikhat, mother of a six-year-old who is suffering from an abscess in urinary tract, said, ""Doctors at KGMU sent us home on Tuesday night and asked us to visit OPD on Wednesday. But registration process stopped after junior doctors went out to protest."" "
Lucknow,Schoolgirl stumps UP police with questions on Unnao rape survivor's accident,"LUCKNOW: The video of a fiery young school girl from Barabanki went viral on social media on Wednesday, with the girl leaving police personnel dumbstruck with her question at an awareness programme on safety of girls.  Citing the Unnao rape case, the girl asked the police if there was a ""guarantee of getting justice and feeling safe"" if common citizens protest against crimes committed by people of political and muscle power. Her upfront question garnered resounding claps from fellow students, seated in neat rows behind the girl.  The girl begins by referring to the advice from the police officials to young girls that they should not be scared and raise their voices for justice. Narrating the sequence of events in the Unnao rape case till the survivor's accident recently, she said, ""A BJP legislator raped a girl and then we saw that her father died in what was said to be an accident, but we all know that it was not. A truck then collided with the girl's car after which she is in a critical condition. The number plate of the truck was found to have been blackened. If we have to protest, we can do so against common criminals. But if the criminal is a politician or a biggie, how do we protest against them?"" The girl then added, ""Even if a protest is done, no action is taken. Even if action is taken, nothing is actually done in reality."" As the girl spoke, on at least three occasions, her classmates broke into an applause. She then continued, ""While we should protest for sure, what is the guarantee that justice will be served? What is the guarantee that our voice will be heard and we will be safe?"" When TOI asked ASP Barabanki RS Gautam, who was asked the question, what his answer was to the girl, he said, ""What can one answer in case of a fictitious incident? We told her that if there is any incident affecting her personally, we would extend all help."" When TOI contacted the family, the girl's mother said, ""Our little girl felt safe in front of the police so she asked the question. We, as a family, have all faith in our constitution, in the police and in the government that any crime anywhere in India will be enacted upon by the system in its right sense."" ""My daughter is a child who said what she has read in the newspapers and seen on social media and asked the question based on that. We have all faith in the country's system,"" the mother said. (TOI withholds names to protect identity) "
Lucknow,Lucknow: Kin juggle chaos with duty as school vans go off roads,"LUCKNOW: Parents and guardians of schoolchildren had a harrowing time on Wednesday as school vans remained off the city roads following a strike call given by operators. While many children could not to go school, others had to struggle to reach their institutions. The situation is expected to return to normal on Thursday as the strike has been called off. School van operators are opposing the new guidelines issued by a seven-member committee, headed by the district magistrate. Parents had to brave traffic snarls to drop and pick their children from school. Things were more difficult for working parents. Pratibha Singh, a teacher at a primary school on Sitapur road, had to take leave to pick up her son from school. ""The distance between my school and my son's is almost 22 kms. I would not have been able to reach his school on time had I been working today,"" she said. JK Saxena, father of a 9-year old student at a private school in Hazratganj, said: ""Parents do not want to get caught in the tussle between authorities and van operators."" Parents complained that they were informed about the strike by van drivers late on Tuesday evening which led to chaos in the morning. Some drivers did not even inform the parents. President of Lucknow School Vehicles Owners' Welfare Association Avtar Singh said, ""Taking cognizance of the strike, RTO Lucknow has assured the association that the committee will reconsider the new guidelines and talk to them before releasing any new order. There is no strike now. All vans will run as usual on Thursday.""  (With inputs from Asheeza Baig, Nisha Yadav, Aryan Dwivedi.) "
